"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_fax","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","metastatic tumor site:ch1","primary tumor site:ch1"
"GSM461773","Colon26_(Colon_to_Liver)","GSM461773","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461773/suppl/GSM461773.CEL.gz","54613","Liver","Colon"
"GSM461774","Breast12_(Breast_to_Liver)","GSM461774","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461774/suppl/GSM461774.CEL.gz","54613","Liver","Breast"
"GSM461775","Colon27_(Colon_to_Liver)","GSM461775","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461775/suppl/GSM461775.CEL.gz","54613","Liver","Colon"
"GSM461776","Colon28_(Colon_to_Liver)","GSM461776","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461776/suppl/GSM461776.CEL.gz","54613","Liver","Colon"
"GSM461777","Colon29_(Colon_to_Liver)","GSM461777","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461777/suppl/GSM461777.CEL.gz","54613","Liver","Colon"
"GSM461778","Colon30_(Colon_to_Liver)","GSM461778","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461778/suppl/GSM461778.CEL.gz","54613","Liver","Colon"
"GSM461779","Colon31_(Colon_to_Liver)","GSM461779","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461779/suppl/GSM461779.CEL.gz","54613","Liver","Colon"
"GSM461780","Colon32_(Colon_to_Liver)","GSM461780","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461780/suppl/GSM461780.CEL.gz","54613","Liver","Colon"
"GSM461781","Colon33_(Colon_to_Liver)","GSM461781","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Liver (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Liver","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461781/suppl/GSM461781.CEL.gz","54613","Liver","Colon"
"GSM461782","Colon34_(Colon_to_Colon,Rectum)","GSM461782","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon (primary site) to Colon,Rectum (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon","metastatic tumor site: Colon, Rectum","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461782/suppl/GSM461782.CEL.gz","54613","Colon, Rectum","Colon"
"GSM461783","Breast13_(Breast_Carcinoma_to_Brain)","GSM461783","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast Carcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast carcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461783/suppl/GSM461783.CEL.gz","54613","Brain","Breast carcinoma"
"GSM461784","Renal06_(Renal_clear_cell_to_Brain)","GSM461784","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Renal clear cell (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Renal clear cell","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461784/suppl/GSM461784.CEL.gz","54613","Brain","Renal clear cell"
"GSM461785","Colon35_(Colon_adenocarcinoma_to_Brain)","GSM461785","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colon adenocarcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colon adenocarcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461785/suppl/GSM461785.CEL.gz","54613","Brain","Colon adenocarcinoma"
"GSM461786","Lung02_(Lung_adenocarcinoma_to_Brain)","GSM461786","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung adenocarcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung adenocarcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461786/suppl/GSM461786.CEL.gz","54613","Brain","Lung adenocarcinoma"
"GSM461787","Esophogeal01_(Esophageal_adenocarcinoma_to_Brain)","GSM461787","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Esophageal adenocarcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Esophageal adenocarcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461787/suppl/GSM461787.CEL.gz","54613","Brain","Esophageal adenocarcinoma"
"GSM461788","Lung03_(Lung_adenocarcinoma_to_Brain)","GSM461788","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung adenocarcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung adenocarcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461788/suppl/GSM461788.CEL.gz","54613","Brain","Lung adenocarcinoma"
"GSM461789","Colon36_(Colorectal_adenocarcinoma_to_Brain)","GSM461789","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Colorectal adenocarcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Colorectal adenocarcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461789/suppl/GSM461789.CEL.gz","54613","Brain","Colorectal adenocarcinoma"
"GSM461790","Lung04_(Lung_adenocarcinoma_to_Brain)","GSM461790","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung adenocarcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung adenocarcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461790/suppl/GSM461790.CEL.gz","54613","Brain","Lung adenocarcinoma"
"GSM461791","Breast14_(Breast_mucinous_adenocarcinoma_to_Brain)","GSM461791","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Breast mucinous adenocarcinoma (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Breast mucinous adenocarcinoma","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461791/suppl/GSM461791.CEL.gz","54613","Brain","Breast mucinous adenocarcinoma"
"GSM461792","Lung05_(Lung_to_Brain)","GSM461792","Public on Feb 13 2016","Oct 14 2009","Feb 13 2016","RNA","1","Lung (primary site) to Brain (metastatic site) laser capture microdissected tumor sample","Homo sapiens","primary tumor site: Lung","metastatic tumor site: Brain","total RNA","Total RNA from laser capture microdissected adenocarcinoma patient tumor samples was extracted using the Ambion Mirvana totalRNA extraction kit.","biotin","Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).","9606","The resulting biotin-labeled RNA samples were then hybridized with Affymetrix U133 Plus 2.0 GeneChip arrays according to the manufacturer's instructions (Affymetrix, Santa Clara, CA).","GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.","Gene expression data from laser capture microdissected metastatic tumor sample","The data were analyzed using the open-source R platform with statistical microarray analysis tools compiled by Bioconductor and normalized with Bioconductor's standard RMA analysis methods.","GPL570","David,,Hsu","hsu00018@dm.duke.edu","919-684-1739","919-668-4777","Institute for Genome Sciences and Policy","Duke University","Rm 2167 CIEMAS Bldg, 101 Science Dr.","Durham","NC","27710","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM461nnn/GSM461792/suppl/GSM461792.CEL.gz","54613","Brain","Lung"
